Value,Feature
18.731286811073154,AMT_REQ_CREDIT_BUREAU_YEAR
15.02543376123134,HOUR_APPR_PROCESS_START
8.50965174490458,CNT_CHILDREN
8.103341957561048,OBS_30_CNT_SOCIAL_CIRCLE
4.358538187664298,AMT_REQ_CREDIT_BUREAU_QRT
4.223466823598411,REGION_RATING_CLIENT
3.772793956870269,AMT_REQ_CREDIT_BUREAU_MON
3.4678040427784826,FLAG_PHONE
3.2779532928537702,OBS_60_CNT_SOCIAL_CIRCLE
2.8713956986591977,DEF_30_CNT_SOCIAL_CIRCLE
